date,hour,id_assaig, id_casteller, attendance
2017-09-19,14:00,42997.58333,2164,1
2017-09-19,14:00,42997.58333,2149,1
2017-09-19,14:00,42997.58333,2328,1
2017-09-19,14:00,42997.58333,2219,1
2017-09-19,14:00,42997.58333,3918,1
2017-09-19,14:00,42997.58333,2002,2
2017-09-19,14:00,42997.58333,2015,0
2017-09-19,14:00,42997.58333,3923,1
2017-09-19,14:00,42997.58333,2087,1
2017-09-19,14:00,42997.58333,2142,1
2017-09-19,14:00,42997.58333,1971,1
2017-09-19,14:00,42997.58333,1977,1
2017-09-19,14:00,42997.58333,2008,1
2017-09-19,14:00,42997.58333,3917,1
2017-09-19,14:00,42997.58333,2118,1
2017-09-19,14:00,42997.58333,1988,1
2017-09-19,14:00,42997.58333,1970,1
2017-09-19,14:00,42997.58333,1992,1
2017-09-19,14:00,42997.58333,3938,1
2017-09-19,14:00,42997.58333,2206,1
2017-09-19,14:00,42997.58333,2137,1
2017-09-19,14:00,42997.58333,2163,1
2017-09-19,14:00,42997.58333,2056,1
2017-09-19,14:00,42997.58333,3916,1
2017-09-19,14:00,42997.58333,2006,1
2017-09-19,14:00,42997.58333,2101,1
2017-09-19,14:00,42997.58333,2039,1
2017-09-19,14:00,42997.58333,1972,1
2017-09-19,14:00,42997.58333,2127,1
2017-09-19,14:00,42997.58333,2022,1
2017-09-19,14:00,42997.58333,3913,1
2017-09-19,14:00,42997.58333,2147,1
2017-09-19,14:00,42997.58333,2083,1
2017-09-19,14:00,42997.58333,2180,1
2017-09-19,14:00,42997.58333,1984,1
2017-09-19,14:00,42997.58333,2032,1
2017-09-19,14:00,42997.58333,2208,1
2017-09-19,14:00,42997.58333,3903,1
2017-09-19,14:00,42997.58333,3902,1
2017-09-19,14:00,42997.58333,3901,1
2017-09-19,14:00,42997.58333,3925,1
2017-09-19,14:00,42997.58333,2054,1
2017-09-19,14:00,42997.58333,1979,1
2017-09-19,14:00,42997.58333,2090,1
2017-09-19,14:00,42997.58333,2215,1
2017-09-19,14:00,42997.58333,2028,1
2017-09-19,14:00,42997.58333,2098,1
2017-09-19,14:00,42997.58333,2173,1
2017-09-19,14:00,42997.58333,1980,1
2017-09-19,14:00,42997.58333,2035,2
2017-09-19,14:00,42997.58333,2218,1
2017-09-19,14:00,42997.58333,2000,1
2017-09-19,14:00,42997.58333,1996,1
2017-09-19,14:00,42997.58333,2108,1
2017-09-19,14:00,42997.58333,2051,1
2017-09-19,14:00,42997.58333,3920,1
2017-09-19,14:00,42997.58333,2115,1
2017-09-19,14:00,42997.58333,2099,1
2017-09-19,14:00,42997.58333,2172,1
2017-09-19,14:00,42997.58333,3906,1
2017-09-19,14:00,42997.58333,1976,1
2017-09-19,14:00,42997.58333,2150,1
2017-09-19,14:00,42997.58333,2146,1
2017-09-19,14:00,42997.58333,3933,1
2017-09-19,14:00,42997.58333,2200,1
2017-09-19,14:00,42997.58333,2136,1
2017-09-19,14:00,42997.58333,1989,1
2017-09-19,14:00,42997.58333,2050,0
2017-09-19,14:00,42997.58333,2185,1
2017-09-19,14:00,42997.58333,2057,1
2017-09-19,14:00,42997.58333,2123,1
2017-09-19,14:00,42997.58333,3919,1
2017-09-19,14:00,42997.58333,3911,1
2017-09-19,14:00,42997.58333,2138,1
2017-09-19,14:00,42997.58333,2036,1
2017-09-19,14:00,42997.58333,2030,1
2017-09-19,14:00,42997.58333,2076,1
2017-09-19,14:00,42997.58333,2066,1
2017-09-19,14:00,42997.58333,1983,1
2017-09-19,14:00,42997.58333,2156,1
2017-09-19,14:00,42997.58333,3915,1
2017-09-19,14:00,42997.58333,2157,1
2017-09-19,14:00,42997.58333,2031,1
2017-09-19,14:00,42997.58333,2021,1
2017-09-19,14:00,42997.58333,2047,1
2017-09-19,14:00,42997.58333,3904,1
2017-09-19,14:00,42997.58333,2119,1
2017-09-19,14:00,42997.58333,2069,1
2017-09-19,14:00,42997.58333,2094,1
2017-09-19,14:00,42997.58333,1999,1
2017-09-19,14:00,42997.58333,3898,1
2017-09-19,14:00,42997.58333,1991,1
2017-09-19,14:00,42997.58333,1985,1
2017-09-19,14:00,42997.58333,2065,1
2017-09-19,14:00,42997.58333,2130,1
2017-09-19,14:00,42997.58333,2205,1
2017-09-19,14:00,42997.58333,2132,1
2017-09-19,14:00,42997.58333,2209,1
2017-09-19,14:00,42997.58333,3926,1
2017-09-19,14:00,42997.58333,3930,2
2017-09-19,14:00,42997.58333,2112,1
2017-09-19,14:00,42997.58333,2106,1
2017-09-19,14:00,42997.58333,2052,1
2017-09-19,14:00,42997.58333,2128,1
2017-09-19,14:00,42997.58333,2102,1
2017-09-19,14:00,42997.58333,3908,1
2017-09-19,14:00,42997.58333,3900,1
2017-09-19,14:00,42997.58333,2182,1
2017-09-19,14:00,42997.58333,2181,1
2017-09-26,14:00,43004.58333,2043,1
2017-09-26,14:00,43004.58333,2170,1
2017-09-26,14:00,43004.58333,2210,1
2017-09-26,14:00,43004.58333,2328,1
2017-09-26,14:00,43004.58333,1978,1
2017-09-26,14:00,43004.58333,2030,0
2017-09-26,14:00,43004.58333,2036,-1
2017-09-26,14:00,43004.58333,2119,-1
2017-09-26,14:00,43004.58333,2032,-1
2017-09-26,14:00,43004.58333,1980,-1
2017-09-26,14:00,43004.58333,2021,-1
2017-09-26,14:00,43004.58333,2157,-1
2017-09-26,14:00,43004.58333,2006,-1
2017-09-26,14:00,43004.58333,2018,-1
2017-09-26,14:00,43004.58333,2132,1
2017-09-26,14:00,43004.58333,2113,0
2017-09-26,14:00,43004.58333,2115,1
2017-09-26,14:00,43004.58333,3920,1
2017-09-26,14:00,43004.58333,2136,1
2017-09-26,14:00,43004.58333,2145,0
2017-09-26,14:00,43004.58333,1993,0
2017-09-26,14:00,43004.58333,1990,1
2017-09-26,14:00,43004.58333,3912,1
2017-09-26,14:00,43004.58333,2118,1
2017-09-26,14:00,43004.58333,1970,1
2017-09-26,14:00,43004.58333,2149,1
2017-09-26,14:00,43004.58333,2002,2
2017-09-26,14:00,43004.58333,1971,1
2017-09-26,14:00,43004.58333,1977,1
2017-09-26,14:00,43004.58333,2083,1
2017-09-26,14:00,43004.58333,2142,1
2017-09-26,14:00,43004.58333,3899,1
2017-09-26,14:00,43004.58333,2109,1
2017-09-26,14:00,43004.58333,1988,1
2017-09-26,14:00,43004.58333,2056,1
2017-09-26,14:00,43004.58333,1979,1
2017-09-26,14:00,43004.58333,2171,1
2017-09-26,14:00,43004.58333,2022,1
2017-09-26,14:00,43004.58333,1983,2
2017-09-26,14:00,43004.58333,3918,1
2017-09-26,14:00,43004.58333,3915,1
2017-09-26,14:00,43004.58333,3933,1
2017-09-26,14:00,43004.58333,2008,1
2017-09-26,14:00,43004.58333,1976,1
2017-09-26,14:00,43004.58333,5065,1
2017-09-26,14:00,43004.58333,5067,1
2017-09-26,14:00,43004.58333,2185,1
2017-09-26,14:00,43004.58333,5066,1
2017-09-26,14:00,43004.58333,2035,1
2017-09-26,14:00,43004.58333,2120,0
2017-09-26,14:00,43004.58333,2121,1
2017-09-26,14:00,43004.58333,1996,1
2017-09-26,14:00,43004.58333,2108,1
2017-09-26,14:00,43004.58333,2138,1
2017-09-26,14:00,43004.58333,2206,1
2017-09-26,14:00,43004.58333,2209,1
2017-09-26,14:00,43004.58333,2100,1
2017-09-26,14:00,43004.58333,3921,1
2017-09-26,14:00,43004.58333,2025,1
2017-09-26,14:00,43004.58333,2218,1
2017-09-26,14:00,43004.58333,5069,1
2017-09-26,14:00,43004.58333,1984,2
2017-09-26,14:00,43004.58333,3904,2
2017-09-26,14:00,43004.58333,2164,1
2017-09-26,14:00,43004.58333,5071,1
2017-09-26,14:00,43004.58333,2070,1
2017-09-26,14:00,43004.58333,1972,1
2017-09-26,14:00,43004.58333,2099,1
2017-09-26,14:00,43004.58333,2137,1
2017-09-26,14:00,43004.58333,1991,1
2017-09-26,14:00,43004.58333,2031,1
2017-09-26,14:00,43004.58333,2054,1
2017-09-26,14:00,43004.58333,2207,0
2017-09-26,14:00,43004.58333,3925,1
2017-09-26,14:00,43004.58333,2098,1
2017-09-26,14:00,43004.58333,2111,1
2017-09-26,14:00,43004.58333,3929,0
2017-09-26,14:00,43004.58333,2208,1
2017-09-26,14:00,43004.58333,1973,1
2017-09-26,14:00,43004.58333,3906,1
2017-09-26,14:00,43004.58333,1989,1
2017-09-26,14:00,43004.58333,2130,1
2017-09-26,14:00,43004.58333,3913,1
2017-09-26,14:00,43004.58333,2181,1
2017-09-26,14:00,43004.58333,3928,1
2017-09-26,14:00,43004.58333,2090,1
2017-09-26,14:00,43004.58333,5072,1
2017-09-26,14:00,43004.58333,5073,1
2017-09-26,14:00,43004.58333,2069,1
2017-09-26,14:00,43004.58333,2105,1
2017-09-26,14:00,43004.58333,3923,1
2017-09-26,14:00,43004.58333,3926,1
2017-09-26,14:00,43004.58333,2106,1
2017-09-26,14:00,43004.58333,2087,1
2017-09-26,14:00,43004.58333,2112,1
2017-09-26,14:00,43004.58333,3900,1
2017-09-26,14:00,43004.58333,1992,-1
2017-09-26,14:00,43004.58333,3902,1
2017-09-26,14:00,43004.58333,2159,1
2017-09-26,14:00,43004.58333,5070,1
2017-09-26,14:00,43004.58333,3911,1
2017-09-26,14:00,43004.58333,3924,1
2017-09-26,14:00,43004.58333,3907,1
2017-09-26,14:00,43004.58333,3919,1
2017-09-26,14:00,43004.58333,2199,1
2017-09-26,14:00,43004.58333,2200,1
2017-09-26,14:00,43004.58333,2215,1
2017-09-26,14:00,43004.58333,2057,1
2017-09-26,14:00,43004.58333,3908,1
2017-09-26,14:00,43004.58333,2066,1
2017-09-26,14:00,43004.58333,2027,1
2017-09-26,14:00,43004.58333,3938,1
2017-09-26,14:00,43004.58333,2076,1
2017-09-26,14:00,43004.58333,2163,1
2017-09-26,14:00,43004.58333,2193,1
2017-09-26,14:00,43004.58333,3901,1
2017-09-26,14:00,43004.58333,1987,1
2017-09-26,14:00,43004.58333,2146,1
2017-09-26,14:00,43004.58333,2047,1
2017-09-26,14:00,43004.58333,3916,1
2017-09-26,14:00,43004.58333,3917,1
2017-09-26,14:00,43004.58333,2172,1
2017-09-26,14:00,43004.58333,2128,1
2017-09-26,14:00,43004.58333,2085,1
2017-09-26,14:00,43004.58333,2150,1
2017-09-28,14:00,43006.58333,2043,1
2017-09-28,14:00,43006.58333,2210,1
2017-09-28,14:00,43006.58333,2328,1
2017-09-28,14:00,43006.58333,2170,1
2017-09-28,14:00,43006.58333,2149,1
2017-09-28,14:00,43006.58333,1978,1
2017-09-28,14:00,43006.58333,3920,-1
2017-09-28,14:00,43006.58333,3938,-1
2017-09-28,14:00,43006.58333,2056,-1
2017-09-28,14:00,43006.58333,2119,-1
2017-09-28,14:00,43006.58333,2163,-1
2017-09-28,14:00,43006.58333,2182,-1
2017-09-28,14:00,43006.58333,2109,-1
2017-09-28,14:00,43006.58333,2047,-1
2017-09-28,14:00,43006.58333,2164,1
2017-09-28,14:00,43006.58333,1979,-1
2017-09-28,14:00,43006.58333,2156,-1
2017-09-28,14:00,43006.58333,2118,-1
2017-09-28,14:00,43006.58333,1988,-1
2017-09-28,14:00,43006.58333,3917,-1
2017-09-28,14:00,43006.58333,5073,-1
2017-09-28,14:00,43006.58333,2157,-1
2017-09-28,14:00,43006.58333,3903,-1
2017-09-28,14:00,43006.58333,2097,-1
2017-09-28,14:00,43006.58333,2199,-1
2017-09-28,14:00,43006.58333,2099,1
2017-09-28,14:00,43006.58333,5070,1
2017-09-28,14:00,43006.58333,2035,-1
2017-09-28,14:00,43006.58333,2018,1
2017-09-28,14:00,43006.58333,3899,1
2017-09-28,14:00,43006.58333,2132,1
2017-09-28,14:00,43006.58333,1975,-1
2017-09-28,14:00,43006.58333,2173,1
2017-09-28,14:00,43006.58333,2087,1
2017-09-28,14:00,43006.58333,2136,1
2017-09-28,14:00,43006.58333,2057,1
2017-09-28,14:00,43006.58333,1977,1
2017-09-28,14:00,43006.58333,2100,1
2017-09-28,14:00,43006.58333,2032,1
2017-09-28,14:00,43006.58333,1989,1
2017-09-28,14:00,43006.58333,1985,-1
2017-09-28,14:00,43006.58333,5087,1
2017-09-28,14:00,43006.58333,2022,1
2017-09-28,14:00,43006.58333,3923,1
2017-09-28,14:00,43006.58333,3902,1
2017-09-28,14:00,43006.58333,2139,1
2017-09-28,14:00,43006.58333,2108,1
2017-09-28,14:00,43006.58333,5069,1
2017-09-28,14:00,43006.58333,2083,1
2017-09-28,14:00,43006.58333,1970,1
2017-09-28,14:00,43006.58333,3932,1
2017-09-28,14:00,43006.58333,5065,1
2017-09-28,14:00,43006.58333,2006,1
2017-09-28,14:00,43006.58333,2147,1
2017-09-28,14:00,43006.58333,3908,1
2017-09-28,14:00,43006.58333,2094,1
2017-09-28,14:00,43006.58333,1980,1
2017-09-28,14:00,43006.58333,2115,1
2017-09-28,14:00,43006.58333,1976,1
2017-09-28,14:00,43006.58333,2002,1
2017-09-28,14:00,43006.58333,3918,1
2017-09-28,14:00,43006.58333,3896,-1
2017-09-28,14:00,43006.58333,3925,1
2017-09-28,14:00,43006.58333,3916,1
2017-09-28,14:00,43006.58333,2069,1
2017-09-28,14:00,43006.58333,1991,1
2017-09-28,14:00,43006.58333,2098,1
2017-09-28,14:00,43006.58333,2090,1
2017-09-28,14:00,43006.58333,2215,1
2017-09-28,14:00,43006.58333,2218,1
2017-09-28,14:00,43006.58333,2025,1
2017-09-28,14:00,43006.58333,1996,1
2017-09-28,14:00,43006.58333,3900,1
2017-09-28,14:00,43006.58333,1990,1
2017-09-28,14:00,43006.58333,3930,1
2017-09-28,14:00,43006.58333,3898,1
2017-09-28,14:00,43006.58333,2219,1
2017-09-28,14:00,43006.58333,2008,1
2017-09-28,14:00,43006.58333,1971,1
2017-09-28,14:00,43006.58333,1984,1
2017-09-28,14:00,43006.58333,3915,1
2017-09-28,14:00,43006.58333,5085,1
2017-09-28,14:00,43006.58333,5089,1
2017-09-28,14:00,43006.58333,5071,1
2017-09-28,14:00,43006.58333,2151,1
2017-09-28,14:00,43006.58333,5076,1
2017-09-28,14:00,43006.58333,3933,1
2017-09-28,14:00,43006.58333,2076,1
2017-09-28,14:00,43006.58333,2165,1
2017-09-28,14:00,43006.58333,2137,1
2017-09-28,14:00,43006.58333,1987,1
2017-09-28,14:00,43006.58333,3906,1
2017-09-28,14:00,43006.58333,2027,1
2017-09-28,14:00,43006.58333,2066,1
2017-09-28,14:00,43006.58333,2013,1
2017-09-28,14:00,43006.58333,2037,1
2017-09-28,14:00,43006.58333,3913,1
2017-09-28,14:00,43006.58333,2142,1
2017-09-28,14:00,43006.58333,5086,1
2017-09-28,14:00,43006.58333,2121,1
2017-09-28,14:00,43006.58333,2021,1
2017-09-28,14:00,43006.58333,1983,1
2017-09-28,14:00,43006.58333,2208,1
2017-09-28,14:00,43006.58333,2209,1
2017-09-28,14:00,43006.58333,2150,1
2017-09-28,14:00,43006.58333,3905,1
2017-09-28,14:00,43006.58333,2028,1
2017-09-28,14:00,43006.58333,2111,1
2017-09-28,14:00,43006.58333,2116,1
2017-09-28,14:00,43006.58333,1986,1
2017-09-28,14:00,43006.58333,2146,1
2017-09-28,14:00,43006.58333,2085,1
2017-09-28,14:00,43006.58333,2031,1
2017-09-28,14:00,43006.58333,5084,1
2017-09-28,14:00,43006.58333,2000,1
2017-09-28,14:00,43006.58333,2127,1
2017-09-28,14:00,43006.58333,1973,1
2017-09-28,14:00,43006.58333,3897,1
2017-09-28,14:00,43006.58333,2201,1
2017-09-28,14:00,43006.58333,2186,1
2017-09-28,14:00,43006.58333,2086,1
2017-09-28,14:00,43006.58333,2080,1
2017-09-28,14:00,43006.58333,2123,1
2017-09-28,14:00,43006.58333,2125,-1
2017-09-28,14:00,43006.58333,2095,1
2017-09-28,14:00,43006.58333,5068,1
2017-09-28,14:00,43006.58333,5091,1
2017-09-28,14:00,43006.58333,2112,1
2017-09-28,14:00,43006.58333,2185,1
2017-09-28,14:00,43006.58333,2172,1
2017-09-28,14:00,43006.58333,3921,1
2017-09-28,14:00,43006.58333,3919,1
2017-09-28,14:00,43006.58333,5092,1
2017-09-28,14:00,43006.58333,5093,1
2017-09-28,14:00,43006.58333,5094,1
2017-09-28,14:00,43006.58333,5095,1
2017-09-28,14:00,43006.58333,2166,1
2017-09-28,14:00,43006.58333,5096,1
2017-09-28,14:00,43006.58333,1992,1
2017-09-28,14:00,43006.58333,2010,1
2017-09-28,14:00,43006.58333,2051,1
2017-09-28,14:00,43006.58333,5097,1
2017-09-28,14:00,43006.58333,5098,1
2017-09-28,14:00,43006.58333,2200,1
2017-09-28,14:00,43006.58333,2070,1
2017-09-28,14:00,43006.58333,2054,0
2017-09-28,14:00,43006.58333,2060,0
2017-09-28,14:00,43006.58333,2052,1
2017-09-28,14:00,43006.58333,5101,1
2017-09-28,14:00,43006.58333,5242,1
2017-10-05,14:00,43013.58333,2000,-1
2017-10-05,14:00,43013.58333,2169,-1
2017-10-05,14:00,43013.58333,5263,1
2017-10-05,14:00,43013.58333,5248,1
2017-10-05,14:00,43013.58333,2182,1
2017-10-05,14:00,43013.58333,2090,-1
2017-10-05,14:00,43013.58333,3930,1
2017-10-05,14:00,43013.58333,2101,1
2017-10-05,14:00,43013.58333,3897,1
2017-10-05,14:00,43013.58333,2018,1
2017-10-05,14:00,43013.58333,1985,1
2017-10-05,14:00,43013.58333,3938,1
2017-10-05,14:00,43013.58333,2138,1
2017-10-05,14:00,43013.58333,1973,1
2017-10-05,14:00,43013.58333,5260,1
2017-10-05,14:00,43013.58333,2208,1
2017-10-05,14:00,43013.58333,5095,1
2017-10-05,14:00,43013.58333,2200,1
2017-10-05,14:00,43013.58333,2218,1
2017-10-05,14:00,43013.58333,2111,1
2017-10-05,14:00,43013.58333,5259,1
2017-10-05,14:00,43013.58333,5258,1
2017-10-05,14:00,43013.58333,2203,1
2017-10-05,14:00,43013.58333,2171,1
2017-10-05,14:00,43013.58333,5075,1
2017-10-05,14:00,43013.58333,2157,1
2017-10-05,14:00,43013.58333,1990,1
2017-10-05,14:00,43013.58333,2219,1
2017-10-05,14:00,43013.58333,5086,1
2017-10-05,14:00,43013.58333,2209,1
2017-10-05,14:00,43013.58333,2172,1
2017-10-05,14:00,43013.58333,2099,-1
2017-10-05,14:00,43013.58333,2186,1
2017-10-05,14:00,43013.58333,3920,1
2017-10-05,14:00,43013.58333,5071,1
2017-10-05,14:00,43013.58333,1970,1
2017-10-05,14:00,43013.58333,2054,1
2017-10-05,14:00,43013.58333,2137,1
2017-10-05,14:00,43013.58333,2100,1
2017-10-05,14:00,43013.58333,2053,-1
2017-10-05,14:00,43013.58333,3914,1
2017-10-05,14:00,43013.58333,2132,1
2017-10-05,14:00,43013.58333,5068,-1
2017-10-05,14:00,43013.58333,2036,-1
2017-10-05,14:00,43013.58333,2139,-1
2017-10-05,14:00,43013.58333,1998,1
2017-10-05,14:00,43013.58333,2047,-1
2017-10-05,14:00,43013.58333,2116,-1
2017-10-05,14:00,43013.58333,2130,1
2017-10-05,14:00,43013.58333,5072,-1
2017-10-05,14:00,43013.58333,3906,1
2017-10-05,14:00,43013.58333,2147,-1
2017-10-05,14:00,43013.58333,3933,1
2017-10-05,14:00,43013.58333,2163,1
2017-10-05,14:00,43013.58333,3917,1
2017-10-05,14:00,43013.58333,5070,1
2017-10-05,14:00,43013.58333,1980,1
2017-10-05,14:00,43013.58333,2181,1
2017-10-05,14:00,43013.58333,2123,1
2017-10-05,14:00,43013.58333,2094,1
2017-10-05,14:00,43013.58333,2109,1
2017-10-05,14:00,43013.58333,3913,1
2017-10-05,14:00,43013.58333,2108,1
2017-10-05,14:00,43013.58333,1978,1
2017-10-05,14:00,43013.58333,2043,1
2017-10-05,14:00,43013.58333,2164,1
2017-10-05,14:00,43013.58333,2066,1
2017-10-05,14:00,43013.58333,2170,1
2017-10-05,14:00,43013.58333,2028,1
2017-10-05,14:00,43013.58333,1986,-1
2017-10-05,14:00,43013.58333,2127,-1
2017-10-05,14:00,43013.58333,1996,1
2017-10-05,14:00,43013.58333,1984,1
2017-10-05,14:00,43013.58333,2083,1
2017-10-05,14:00,43013.58333,3899,1
2017-10-05,14:00,43013.58333,2142,1
2017-10-05,14:00,43013.58333,2106,1
2017-10-05,14:00,43013.58333,1992,1
2017-10-05,14:00,43013.58333,1989,1
2017-10-05,14:00,43013.58333,1977,1
2017-10-05,14:00,43013.58333,2149,1
2017-10-05,14:00,43013.58333,1971,1
2017-10-05,14:00,43013.58333,1987,1
2017-10-05,14:00,43013.58333,2006,1
2017-10-05,14:00,43013.58333,2022,1
2017-10-05,14:00,43013.58333,3908,1
2017-10-05,14:00,43013.58333,2069,1
2017-10-05,14:00,43013.58333,2010,1
2017-10-05,14:00,43013.58333,2061,-1
2017-10-05,14:00,43013.58333,1972,1
2017-10-05,14:00,43013.58333,2146,1
2017-10-05,14:00,43013.58333,1979,-1
2017-10-05,14:00,43013.58333,5097,1
2017-10-05,14:00,43013.58333,3915,1
2017-10-05,14:00,43013.58333,2150,1
2017-10-05,14:00,43013.58333,3900,1
2017-10-05,14:00,43013.58333,3905,1
2017-10-05,14:00,43013.58333,2210,1
2017-10-05,14:00,43013.58333,2037,1
2017-10-05,14:00,43013.58333,2025,1
2017-10-05,14:00,43013.58333,2032,1
2017-10-05,14:00,43013.58333,2215,1
2017-10-05,14:00,43013.58333,3923,-1
